# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 10:16:48,Class A,266274000,58.177527,11.065123,Under way using engine,,4.9,205.1,206.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 22:52:39,Class A,266274000,58.053548,10.881738,Under way using engine,0.0,3.5,2.2,1.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:52:58,Class A,266274000,58.05382,10.881845,Under way using engine,,3.1,3.7,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:53:09,Class A,266274000,58.053973,10.88187,Under way using engine,,3.0,8.3,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:53:39,Class A,266274000,58.054368,10.882047,Under way using engine,0.0,2.9,7.1,2.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:53:51,Class A,266274000,58.054537,10.88208,Under way using engine,0.0,2.7,359.9,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:53:58,Class A,266274000,58.054607,10.88213,Under way using engine,,2.8,4.3,0.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:22,Class A,266274000,58.054928,10.882165,Under way using engine,,3.0,6.8,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:22,Class A,266274000,58.054942,10.88217,Under way using engine,,3.0,6.8,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:26,Class A,266274000,58.05498,10.882163,Under way using engine,,2.9,358.5,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:33,Class A,266274000,58.055065,10.882188,Under way using engine,,2.7,1.3,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:36,Class A,266274000,58.055102,10.882175,Under way using engine,,2.6,2.8,29.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:39,Class A,266274000,58.055127,10.88222,Under way using engine,,2.4,22.4,36.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:44,Class A,266274000,58.055182,10.88227,Under way using engine,,2.5,30.2,41.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:49,Class A,266274000,58.055242,10.882345,Under way using engine,0.0,3.0,29.6,41.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:55,Class A,266274000,58.055292,10.882475,Under way using engine,,3.4,44.0,38.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:54:58,Class A,266274000,58.055338,10.882525,Under way using engine,,3.8,41.6,29.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:09,Class A,266274000,58.055492,10.882767,Under way using engine,0.0,3.8,40.6,28.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:18,Class A,266274000,58.055608,10.882877,Under way using engine,,3.1,34.0,32.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:22,Class A,266274000,58.055657,10.882948,Under way using engine,,3.1,33.7,34.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:24,Class A,266274000,58.055698,10.882985,Under way using engine,,3.3,29.0,35.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:34,Class A,266274000,58.055833,10.883145,Under way using engine,,3.4,23.3,35.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:39,Class A,266274000,58.055873,10.883232,Under way using engine,,3.4,41.6,38.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:41,Class A,266274000,58.055912,10.883292,Under way using engine,0.0,3.5,38.7,38.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:45,Class A,266274000,58.055967,10.88335,Under way using engine,,3.4,34.2,40.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:55:49,Class A,266274000,58.05601,10.883453,Under way using engine,0.0,3.7,46.3,41.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:22,Class A,266274000,58.056435,10.884337,Under way using engine,,4.6,36.4,33.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:25,Class A,266274000,58.05648,10.884385,Under way using engine,,4.4,44.7,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:35,Class A,266274000,58.056625,10.884592,Under way using engine,,3.8,25.6,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:38,Class A,266274000,58.056693,10.88463,Under way using engine,,3.8,21.7,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:42,Class A,266274000,58.056757,10.88466,Under way using engine,0.0,3.8,17.6,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:49,Class A,266274000,58.056887,10.884683,Under way using engine,,3.8,12.6,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:52,Class A,266274000,58.056917,10.884715,Under way using engine,,3.6,18.6,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:54,Class A,266274000,58.056962,10.884738,Under way using engine,,3.6,13.2,8.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:56:59,Class A,266274000,58.057037,10.884728,Under way using engine,,3.3,8.8,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:57:32,Class A,266274000,58.05745,10.884743,Under way using engine,0.0,2.5,357.7,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:57:36,Class A,266274000,58.057483,10.884753,Under way using engine,,2.6,350.9,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:57:41,Class A,266274000,58.057545,10.884732,Under way using engine,,2.5,354.4,6.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:57:55,Class A,266274000,58.05771,10.88474,Under way using engine,0.0,2.6,0.7,2.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:57:59,Class A,266274000,58.057768,10.884762,Under way using engine,,2.5,3.4,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:08,Class A,266274000,58.057873,10.884788,Under way using engine,,2.6,12.8,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:18,Class A,266274000,58.057978,10.88484,Under way using engine,,2.8,17.2,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:20,Class A,266274000,58.057978,10.88484,Under way using engine,,2.8,17.2,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:28,Class A,266274000,58.058102,10.884862,Under way using engine,,2.8,9.9,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:34,Class A,266274000,58.058182,10.884872,Under way using engine,,2.8,358.7,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:35,Class A,266274000,58.058205,10.884867,Under way using engine,,2.7,0.0,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:38,Class A,266274000,58.058243,10.884885,Under way using engine,0.0,2.9,9.9,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:43,Class A,266274000,58.058288,10.88491,Under way using engine,,2.7,7.3,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:44,Class A,266274000,58.058313,10.884903,Under way using engine,,2.6,0.8,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:52,Class A,266274000,58.05838,10.884968,Under way using engine,0.0,2.5,25.8,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:58:59,Class A,266274000,58.058478,10.885017,Under way using engine,,2.7,24.0,19.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:05,Class A,266274000,58.05854,10.885055,Under way using engine,,2.8,20.4,19.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:08,Class A,266274000,58.058585,10.885102,Under way using engine,,2.9,16.8,23.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:11,Class A,266274000,58.058627,10.88512,Under way using engine,0.0,2.9,20.1,23.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:15,Class A,266274000,58.058667,10.885175,Under way using engine,0.0,2.9,26.7,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:18,Class A,266274000,58.058692,10.885187,Under way using engine,,2.8,14.6,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:21,Class A,266274000,58.058732,10.885208,Under way using engine,,2.9,33.2,22.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:28,Class A,266274000,58.058817,10.885293,Under way using engine,,3.0,29.0,24.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:31,Class A,266274000,58.058865,10.885345,Under way using engine,,2.9,26.6,24.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:34,Class A,266274000,58.058905,10.88538,Under way using engine,,3.0,26.4,23.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:38,Class A,266274000,58.058955,10.885428,Under way using engine,,3.0,24.8,26.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 22:59:59,Class A,266274000,58.059207,10.88566,Under way using engine,0.0,3.0,30.2,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:08,Class A,266274000,58.059325,10.885785,Under way using engine,,3.1,33.8,28.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:18,Class A,266274000,58.059428,10.885917,Under way using engine,,3.0,39.5,34.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:18,Class A,266274000,58.05944,10.885932,Under way using engine,,3.0,35.7,35.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:22,Class A,266274000,58.059478,10.885955,Under way using engine,,3.0,26.6,33.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:28,Class A,266274000,58.059543,10.886067,Under way using engine,,3.0,26.7,28.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:34,Class A,266274000,58.05962,10.886195,Under way using engine,,3.2,40.9,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:38,Class A,266274000,58.059663,10.886235,Under way using engine,,2.8,29.6,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:00:41,Class A,266274000,58.059693,10.886265,Under way using engine,,2.7,31.4,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:06,Class A,266274000,58.059988,10.886368,Under way using engine,,2.8,1.0,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:08,Class A,266274000,58.060032,10.886358,Under way using engine,,3.0,358.4,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:12,Class A,266274000,58.06007,10.886392,Under way using engine,0.0,3.0,16.1,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:23,Class A,266274000,58.060215,10.88643,Under way using engine,,2.8,17.6,15.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:25,Class A,266274000,58.060255,10.886443,Under way using engine,,2.8,9.0,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:28,Class A,266274000,58.060282,10.886438,Under way using engine,,2.6,3.8,19.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:32,Class A,266274000,58.060333,10.886478,Under way using engine,,2.8,22.9,18.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:35,Class A,266274000,58.060367,10.886508,Under way using engine,,2.9,16.4,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:38,Class A,266274000,58.060427,10.886528,Under way using engine,,2.9,13.1,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:42,Class A,266274000,58.060467,10.886537,Under way using engine,,2.8,12.6,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:46,Class A,266274000,58.060513,10.886578,Under way using engine,,2.6,25.0,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:49,Class A,266274000,58.060557,10.886588,Under way using engine,,2.6,4.4,357.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:52,Class A,266274000,58.060578,10.886573,Under way using engine,,2.4,359.0,351.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:55,Class A,266274000,58.060608,10.886615,Under way using engine,,2.5,16.2,352.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:01:59,Class A,266274000,58.060647,10.886578,Under way using engine,0.0,2.3,344.4,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:03,Class A,266274000,58.060688,10.886572,Under way using engine,,2.3,1.1,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:06,Class A,266274000,58.060732,10.886577,Under way using engine,0.0,2.2,1.2,348.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:08,Class A,266274000,58.060753,10.886565,Under way using engine,,2.5,351.0,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:15,Class A,266274000,58.060838,10.88654,Under way using engine,0.0,2.5,354.0,347.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:21,Class A,266274000,58.060915,10.886512,Under way using engine,,2.9,349.0,346.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:25,Class A,266274000,58.06097,10.886483,Under way using engine,,3.0,347.0,344.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:28,Class A,266274000,58.060997,10.886495,Under way using engine,,2.9,355.0,349.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:38,Class A,266274000,58.061145,10.886437,Under way using engine,,3.1,342.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:42,Class A,266274000,58.061185,10.886435,Under way using engine,,3.0,357.3,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:46,Class A,266274000,58.061238,10.886438,Under way using engine,,2.9,355.9,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:51,Class A,266274000,58.061318,10.88642,Under way using engine,,2.9,351.5,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:02:59,Class A,266274000,58.061403,10.88648,Under way using engine,0.0,2.8,11.9,10.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:05,Class A,266274000,58.061478,10.8865,Under way using engine,,2.7,11.8,7.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:08,Class A,266274000,58.06153,10.886542,Under way using engine,,3.0,17.9,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:13,Class A,266274000,58.061578,10.886553,Under way using engine,,2.8,7.0,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:35,Class A,266274000,58.061882,10.886588,Under way using engine,,3.0,0.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:48,Class A,266274000,58.062062,10.886605,Under way using engine,,3.0,359.1,4.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:51,Class A,266274000,58.062115,10.88661,Under way using engine,,3.0,357.4,16.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:03:59,Class A,266274000,58.062187,10.886635,Under way using engine,,2.1,19.1,22.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:02,Class A,266274000,58.062212,10.886632,Under way using engine,,1.9,2.9,25.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:06,Class A,266274000,58.062235,10.886633,Under way using engine,,1.9,13.0,19.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:08,Class A,266274000,58.062247,10.886685,Under way using engine,,1.6,42.1,20.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:15,Class A,266274000,58.062288,10.886695,Under way using engine,,1.3,359.9,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:21,Class A,266274000,58.062288,10.886695,Under way using engine,,1.3,359.9,17.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:25,Class A,266274000,58.062348,10.886777,Under way using engine,,1.3,2.1,5.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:41,Class A,266274000,58.062443,10.886853,Under way using engine,,1.5,23.9,354.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:48,Class A,266274000,58.062495,10.886867,Under way using engine,,1.7,8.2,356.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:55,Class A,266274000,58.062553,10.88686,Under way using engine,,1.6,357.3,359.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:04:59,Class A,266274000,58.062587,10.886873,Under way using engine,,1.9,9.1,0.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:03,Class A,266274000,58.06262,10.886875,Under way using engine,,2.0,359.8,1.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:06,Class A,266274000,58.062643,10.886863,Under way using engine,,1.8,359.4,3.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:08,Class A,266274000,58.062668,10.886868,Under way using engine,,1.8,4.1,0.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:21,Class A,266274000,58.062762,10.886915,Under way using engine,,2.0,2.1,9.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:26,Class A,266274000,58.062798,10.886938,Under way using engine,,1.8,20.4,13.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:28,Class A,266274000,58.062827,10.886942,Under way using engine,0.0,1.7,12.6,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:35,Class A,266274000,58.062877,10.886978,Under way using engine,,1.9,5.3,12.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:48,Class A,266274000,58.06299,10.887048,Under way using engine,,2.1,17.3,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
26/11/2024 23:05:52,Class A,266274000,58.063027,10.88708,Under way using engine,,2.3,28.0,11.0,6825490,SDLE,KENNEDY,Fishing,,7.0,34.0,GPS,4.5,0,,AIS,20.0,14.0,1.0,6.0
